timestamp,open,high,low,close,volume
2022-05-11 07:15:00,30450.00000,30808.64000,30424.00000,30711.69000,1062
2022-05-11 07:10:00,30353.73000,30543.88000,30297.00000,30450.01000,1306
2022-05-11 07:05:00,30636.47000,30636.48000,30266.56000,30353.74000,1577
2022-05-11 07:00:00,30498.04000,30656.13000,30371.78000,30636.47000,1416
2022-05-11 06:55:00,30674.16000,30682.62000,30351.09000,30498.04000,1272
2022-05-11 06:50:00,30745.48000,30843.40000,30656.75000,30674.17000,685
2022-05-11 06:45:00,30983.79000,30988.63000,30700.72000,30745.47000,674
2022-05-11 06:40:00,31263.66000,31284.89000,30930.72000,30983.80000,1328
2022-05-11 06:35:00,31345.81000,31345.82000,31263.66000,31263.67000,297
2022-05-11 06:30:00,31325.11000,31384.90000,31295.03000,31345.81000,341
2022-05-11 06:25:00,31370.00000,31386.08000,31300.00000,31325.11000,327
2022-05-11 06:20:00,31304.61000,31382.59000,31298.05000,31370.00000,324
2022-05-11 06:15:00,31439.67000,31453.99000,31254.54000,31304.61000,477
2022-05-11 06:10:00,31464.20000,31482.88000,31380.91000,31439.68000,390
2022-05-11 06:05:00,31481.71000,31522.44000,31410.00000,31464.20000,327
2022-05-11 06:00:00,31438.77000,31481.71000,31388.03000,31481.70000,324
2022-05-11 05:55:00,31424.25000,31503.16000,31383.52000,31438.77000,362
2022-05-11 05:50:00,31460.00000,31550.00000,31360.00000,31424.25000,849
2022-05-11 05:45:00,31498.29000,31525.65000,31428.16000,31460.00000,409
2022-05-11 05:40:00,31531.36000,31546.49000,31469.82000,31498.30000,303
